Object;x inches;y inches;x mm,y mm
line1;1,000000;1,000000;25,400000;25,400000
line2;2,000000;1,000000;50,800000;25,400000
line3;3,000000;1,000000;76,200000;25,400000
line4;4,000000;1,000000;101,600000;25,400000
rect1;0,000000;0,000000;0,000000;0,000000
